Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget
15074,William Barnett,M,10th,Wilson High School,90,71,5,Charter,2283,1319574
15075,Steven Sweeney,M,10th,Wilson High School,86,91,5,Charter,2283,1319574
15076,Jaclyn Williams,F,11th,Wilson High School,78,84,5,Charter,2283,1319574
15077,Jason Phillips,M,9th,Wilson High School,76,92,5,Charter,2283,1319574
15078,Kelly Duncan,F,10th,Wilson High School,81,88,5,Charter,2283,1319574
15079,Gary Strong,M,11th,Wilson High School,90,71,5,Charter,2283,1319574
15080,Mr. Brian Abbott,M,10th,Wilson High School,81,98,5,Charter,2283,1319574
15081,Brian Cunningham,M,11th,Wilson High School,76,98,5,Charter,2283,1319574
15082,Darlene Glenn,F,9th,Wilson High School,90,93,5,Charter,2283,1319574
15083,Gina Hart,F,12th,Wilson High School,72,74,5,Charter,2283,1319574
15084,Scott Pena,M,11th,Wilson High School,70,93,5,Charter,2283,1319574
15085,Justin Davis,M,11th,Wilson High School,99,97,5,Charter,2283,1319574
15086,Jodi Martin,F,11th,Wilson High School,79,93,5,Charter,2283,1319574
15087,Gina Hebert,F,12th,Wilson High School,81,95,5,Charter,2283,1319574
15088,William Schmitt,M,10th,Wilson High School,83,83,5,Charter,2283,1319574
15089,Bryan Dominguez,M,9th,Wilson High School,85,91,5,Charter,2283,1319574
15090,Douglas Ortega,M,9th,Wilson High School,94,81,5,Charter,2283,1319574
15091,Tiffany Carroll,F,12th,Wilson High School,77,74,5,Charter,2283,1319574
15092,Philip Martinez,M,11th,Wilson High School,84,68,5,Charter,2283,1319574
15093,Kyle Harding,M,11th,Wilson High School,69,91,5,Charter,2283,1319574
15094,Teresa Johnson,F,11th,Wilson High School,85,73,5,Charter,2283,1319574
15095,Shawn Ortiz,M,12th,Wilson High School,78,93,5,Charter,2283,1319574
15096,Adam Kim,M,9th,Wilson High School,86,68,5,Charter,2283,1319574
15097,Kelsey Fletcher,F,9th,Wilson High School,93,99,5,Charter,2283,1319574
15098,Nicholas Ward,M,9th,Wilson High School,70,75,5,Charter,2283,1319574
15099,Anne Vaughn,F,11th,Wilson High School,86,95,5,Charter,2283,1319574
15100,Kevin Turner,M,10th,Wilson High School,85,90,5,Charter,2283,1319574
15101,Mallory Travis,F,10th,Wilson High School,73,83,5,Charter,2283,1319574
15102,Valerie Weber,F,12th,Wilson High School,96,73,5,Charter,2283,1319574
15103,David Morgan,M,11th,Wilson High School,87,86,5,Charter,2283,1319574
15104,Jane Campbell,F,12th,Wilson High School,69,76,5,Charter,2283,1319574
15105,Jacob Ferguson,M,9th,Wilson High School,87,82,5,Charter,2283,1319574
15106,Amanda Raymond,F,10th,Wilson High School,83,85,5,Charter,2283,1319574
15107,Shelly Garner,F,11th,Wilson High School,89,93,5,Charter,2283,1319574
15108,Brooke Miller,F,12th,Wilson High School,84,75,5,Charter,2283,1319574
15109,Scott Thomas,M,10th,Wilson High School,77,97,5,Charter,2283,1319574
15110,Caitlin Kelley,F,11th,Wilson High School,69,95,5,Charter,2283,1319574
15111,Lisa Berry,F,11th,Wilson High School,85,71,5,Charter,2283,1319574
15112,Christopher Stark,M,9th,Wilson High School,94,82,5,Charter,2283,1319574
15113,Nicole Pennington MD,F,10th,Wilson High School,99,85,5,Charter,2283,1319574
15114,Sarah Ortega,F,11th,Wilson High School,89,91,5,Charter,2283,1319574
15115,Kenneth Anderson,M,10th,Wilson High School,83,90,5,Charter,2283,1319574
15116,Jacob Cortez,M,12th,Wilson High School,83,75,5,Charter,2283,1319574
15117,Kelly Doyle DVM,F,12th,Wilson High School,77,83,5,Charter,2283,1319574
15118,Kyle Murphy,M,12th,Wilson High School,74,85,5,Charter,2283,1319574
15119,Adam Fields,M,12th,Wilson High School,77,72,5,Charter,2283,1319574
15120,Elizabeth Allen,F,9th,Wilson High School,88,91,5,Charter,2283,1319574
15121,Mike Ward,M,10th,Wilson High School,74,79,5,Charter,2283,1319574
15122,Matthew Smith,M,11th,Wilson High School,92,90,5,Charter,2283,1319574
15123,Marcus Martin,M,12th,Wilson High School,81,68,5,Charter,2283,1319574
15124,Mark Mckay,M,12th,Wilson High School,73,94,5,Charter,2283,1319574
15125,Morgan Clark,F,10th,Wilson High School,78,70,5,Charter,2283,1319574
15126,Phillip Carpenter,M,11th,Wilson High School,85,73,5,Charter,2283,1319574
15127,Sara Lopez,F,12th,Wilson High School,97,75,5,Charter,2283,1319574
15128,Patrick Herrera,M,10th,Wilson High School,87,85,5,Charter,2283,1319574
15129,Richard Jackson,M,11th,Wilson High School,98,91,5,Charter,2283,1319574
15130,Amanda Miller,F,11th,Wilson High School,87,94,5,Charter,2283,1319574
15131,Elizabeth Martin,F,12th,Wilson High School,97,86,5,Charter,2283,1319574
15132,Tiffany Ramirez,F,9th,Wilson High School,74,86,5,Charter,2283,1319574
15133,Charles Hughes,M,10th,Wilson High School,87,88,5,Charter,2283,1319574
15134,Robin Wallace,F,10th,Wilson High School,69,89,5,Charter,2283,1319574
15135,Dawn Davidson,F,11th,Wilson High School,69,81,5,Charter,2283,1319574
15136,Shawn Taylor,M,11th,Wilson High School,71,68,5,Charter,2283,1319574
15137,Heather Rodriguez,F,10th,Wilson High School,77,92,5,Charter,2283,1319574
15138,Sean Ross,M,9th,Wilson High School,69,74,5,Charter,2283,1319574
15139,Kara Maynard,F,11th,Wilson High School,97,70,5,Charter,2283,1319574
15140,Timothy Schultz,M,9th,Wilson High School,87,72,5,Charter,2283,1319574
15141,Kimberly Mcgee,F,10th,Wilson High School,97,73,5,Charter,2283,1319574
15142,Olivia Sanchez,F,12th,Wilson High School,90,68,5,Charter,2283,1319574
15143,Daniel Dean,M,12th,Wilson High School,98,95,5,Charter,2283,1319574
15144,Franklin Chen DVM,M,11th,Wilson High School,91,98,5,Charter,2283,1319574
15145,Stephanie Kim,F,9th,Wilson High School,79,98,5,Charter,2283,1319574
15146,Jordan Carter,M,10th,Wilson High School,95,68,5,Charter,2283,1319574
15147,Karen Velasquez,F,10th,Wilson High School,84,85,5,Charter,2283,1319574
15148,Sydney Andrews,F,10th,Wilson High School,73,83,5,Charter,2283,1319574
15149,Joseph Larsen,M,11th,Wilson High School,83,93,5,Charter,2283,1319574
15150,Angela Young,F,9th,Wilson High School,74,95,5,Charter,2283,1319574
15151,Jason Kennedy,M,10th,Wilson High School,95,80,5,Charter,2283,1319574
15152,Tamara Warren,F,9th,Wilson High School,82,83,5,Charter,2283,1319574
15153,Theresa Fowler,F,11th,Wilson High School,69,74,5,Charter,2283,1319574
15154,Christopher Davis,M,9th,Wilson High School,84,93,5,Charter,2283,1319574
15155,Michael Bowen,M,9th,Wilson High School,77,90,5,Charter,2283,1319574
15156,Daniel Reid,M,9th,Wilson High School,71,69,5,Charter,2283,1319574
15157,Julie Griffin,F,9th,Wilson High School,97,83,5,Charter,2283,1319574
15158,Michael Kim,M,11th,Wilson High School,90,68,5,Charter,2283,1319574
15159,Jason Edwards,M,10th,Wilson High School,82,97,5,Charter,2283,1319574
15160,Jeremy Cole,M,11th,Wilson High School,81,87,5,Charter,2283,1319574
15161,Leah Mason,F,12th,Wilson High School,94,90,5,Charter,2283,1319574
15162,Devin Parker,M,9th,Wilson High School,74,82,5,Charter,2283,1319574
15163,Benjamin Allison,M,12th,Wilson High School,90,69,5,Charter,2283,1319574
15164,Mathew Kirby,M,10th,Wilson High School,86,93,5,Charter,2283,1319574
15165,Catherine Burton,F,10th,Wilson High School,78,77,5,Charter,2283,1319574
15166,Madison Williams,F,12th,Wilson High School,98,83,5,Charter,2283,1319574
15167,Jeffrey Flores,M,11th,Wilson High School,99,73,5,Charter,2283,1319574
15168,Dustin Barker,M,9th,Wilson High School,72,77,5,Charter,2283,1319574
15169,Jeffrey Green,M,10th,Wilson High School,72,73,5,Charter,2283,1319574
15170,Kimberly Garcia,F,9th,Wilson High School,79,84,5,Charter,2283,1319574
15171,Heather Bell,F,12th,Wilson High School,96,91,5,Charter,2283,1319574
15172,Casey Clark,M,9th,Wilson High School,71,92,5,Charter,2283,1319574
15173,Annette Lopez,F,9th,Wilson High School,94,84,5,Charter,2283,1319574
15174,Nicole Hanson,F,10th,Wilson High School,99,86,5,Charter,2283,1319574
15175,Lindsey Bryant,F,10th,Wilson High School,88,83,5,Charter,2283,1319574
15176,Manuel Johnston,M,10th,Wilson High School,91,89,5,Charter,2283,1319574
15177,Felicia Burke,F,11th,Wilson High School,72,96,5,Charter,2283,1319574
15178,Eric Mcdonald,M,10th,Wilson High School,86,82,5,Charter,2283,1319574
15179,Cindy Ho,F,9th,Wilson High School,77,90,5,Charter,2283,1319574
15180,Christopher Miller,M,9th,Wilson High School,85,93,5,Charter,2283,1319574
15181,David Watson,M,11th,Wilson High School,99,94,5,Charter,2283,1319574
15182,Michelle Payne,F,11th,Wilson High School,73,81,5,Charter,2283,1319574
15183,Cody Hudson,M,10th,Wilson High School,75,83,5,Charter,2283,1319574
15184,Denise Woodward,F,10th,Wilson High School,87,86,5,Charter,2283,1319574
15185,Tim Jenkins,M,12th,Wilson High School,83,98,5,Charter,2283,1319574
15186,Scott Brown,M,10th,Wilson High School,81,94,5,Charter,2283,1319574
15187,Phyllis Gonzalez,F,12th,Wilson High School,91,88,5,Charter,2283,1319574
15188,Patricia Serrano,F,12th,Wilson High School,82,99,5,Charter,2283,1319574
15189,Kayla Oneill,F,9th,Wilson High School,96,86,5,Charter,2283,1319574
15190,Christopher King,M,9th,Wilson High School,69,75,5,Charter,2283,1319574
15191,Mr. Brandon Young,M,10th,Wilson High School,69,73,5,Charter,2283,1319574
15192,Kevin Shelton,M,9th,Wilson High School,92,76,5,Charter,2283,1319574
15193,Samuel Moore,M,9th,Wilson High School,77,68,5,Charter,2283,1319574
15194,Timothy Jones,M,12th,Wilson High School,74,94,5,Charter,2283,1319574
15195,Sarah Hanna,F,11th,Wilson High School,99,76,5,Charter,2283,1319574
15196,Stephanie Berger,F,9th,Wilson High School,74,79,5,Charter,2283,1319574
15197,Kim Turner,F,11th,Wilson High School,83,79,5,Charter,2283,1319574
15198,Mary Jackson,F,11th,Wilson High School,73,79,5,Charter,2283,1319574
15199,Eric Myers,M,11th,Wilson High School,69,97,5,Charter,2283,1319574
15200,Amy Rosales,F,12th,Wilson High School,96,97,5,Charter,2283,1319574
15201,Nathan Welch PhD,M,10th,Wilson High School,82,84,5,Charter,2283,1319574
15202,Lisa Galloway,F,9th,Wilson High School,97,81,5,Charter,2283,1319574
15203,John Bailey,M,10th,Wilson High School,92,96,5,Charter,2283,1319574
15204,Christopher Bailey,M,9th,Wilson High School,91,79,5,Charter,2283,1319574
15205,Melanie Flowers,F,10th,Wilson High School,91,75,5,Charter,2283,1319574
15206,Jennifer Wang,F,12th,Wilson High School,91,98,5,Charter,2283,1319574
15207,Anthony Austin,M,11th,Wilson High School,77,73,5,Charter,2283,1319574
15208,Ricky Harper,M,10th,Wilson High School,80,94,5,Charter,2283,1319574
15209,Danielle Hall,F,10th,Wilson High School,89,81,5,Charter,2283,1319574
15210,Jennifer Baird,F,10th,Wilson High School,99,75,5,Charter,2283,1319574
15211,Christopher Ballard,M,11th,Wilson High School,79,78,5,Charter,2283,1319574
15212,Susan Lopez,F,10th,Wilson High School,78,69,5,Charter,2283,1319574
15213,Ashley Palmer,F,12th,Wilson High School,85,85,5,Charter,2283,1319574
15214,Brian Cunningham,M,9th,Wilson High School,69,91,5,Charter,2283,1319574
15215,Kristen Daniels,F,11th,Wilson High School,89,94,5,Charter,2283,1319574
15216,Dr. Katrina Farmer,F,9th,Wilson High School,72,86,5,Charter,2283,1319574
15217,Teresa Brown,F,12th,Wilson High School,95,87,5,Charter,2283,1319574
15218,Kenneth Prince,M,11th,Wilson High School,96,72,5,Charter,2283,1319574
15219,Donald Ramos,M,11th,Wilson High School,77,72,5,Charter,2283,1319574
15220,Andrea Brandt,F,9th,Wilson High School,71,72,5,Charter,2283,1319574
15221,Joseph Taylor,M,9th,Wilson High School,71,79,5,Charter,2283,1319574
15222,Joseph Sanders,M,12th,Wilson High School,72,86,5,Charter,2283,1319574
15223,Christine Stevens,F,12th,Wilson High School,79,81,5,Charter,2283,1319574
15224,Jordan Foley,M,9th,Wilson High School,71,76,5,Charter,2283,1319574
15225,Dawn Bowers,F,12th,Wilson High School,83,75,5,Charter,2283,1319574
15226,Robert Ramirez,M,11th,Wilson High School,81,96,5,Charter,2283,1319574
15227,Rodney Novak,M,10th,Wilson High School,79,87,5,Charter,2283,1319574
15228,Jessica Anderson,F,12th,Wilson High School,88,87,5,Charter,2283,1319574
15229,Ariana Carpenter,F,11th,Wilson High School,71,79,5,Charter,2283,1319574
15230,Michelle Olson,F,11th,Wilson High School,83,92,5,Charter,2283,1319574
15231,Jacob Suarez,M,9th,Wilson High School,87,79,5,Charter,2283,1319574
15232,Chelsea Coleman,F,10th,Wilson High School,99,73,5,Charter,2283,1319574
15233,James Davis,M,9th,Wilson High School,91,87,5,Charter,2283,1319574
15234,Holly Page,F,9th,Wilson High School,71,72,5,Charter,2283,1319574
15235,Scott Mcdonald,M,10th,Wilson High School,93,87,5,Charter,2283,1319574
15236,James Guerra,M,11th,Wilson High School,87,88,5,Charter,2283,1319574
15237,Alexander Williams,M,11th,Wilson High School,81,86,5,Charter,2283,1319574
15238,Angel Pratt,M,9th,Wilson High School,86,87,5,Charter,2283,1319574
15239,Monica Moreno,F,11th,Wilson High School,90,81,5,Charter,2283,1319574
15240,Johnny Kelly,M,11th,Wilson High School,83,76,5,Charter,2283,1319574
15241,Jennifer Stafford,F,10th,Wilson High School,90,72,5,Charter,2283,1319574
15242,Jordan Taylor,F,11th,Wilson High School,90,72,5,Charter,2283,1319574
15243,David Johnson Jr.,M,10th,Wilson High School,82,70,5,Charter,2283,1319574
15244,George Copeland,M,11th,Wilson High School,69,78,5,Charter,2283,1319574
15245,Christopher Stewart,M,11th,Wilson High School,91,86,5,Charter,2283,1319574
15246,Pamela Little,F,11th,Wilson High School,83,97,5,Charter,2283,1319574
15247,Carrie Johnson,F,11th,Wilson High School,89,94,5,Charter,2283,1319574
15248,David Rose,M,11th,Wilson High School,92,71,5,Charter,2283,1319574
15249,Nicole Mcdowell,F,10th,Wilson High School,85,77,5,Charter,2283,1319574
15250,Dorothy Miller,F,10th,Wilson High School,72,77,5,Charter,2283,1319574
15251,James Douglas,M,11th,Wilson High School,94,76,5,Charter,2283,1319574
15252,Jared Thomas,M,9th,Wilson High School,77,74,5,Charter,2283,1319574
15253,Lisa Ortiz,F,10th,Wilson High School,87,97,5,Charter,2283,1319574
15254,Scott Sanchez,M,9th,Wilson High School,96,73,5,Charter,2283,1319574
15255,Lisa Phillips,F,9th,Wilson High School,96,80,5,Charter,2283,1319574
15256,Christopher Morales,M,10th,Wilson High School,84,83,5,Charter,2283,1319574
15257,Jeff Mcdowell,M,11th,Wilson High School,86,69,5,Charter,2283,1319574
15258,Autumn Rush,F,12th,Wilson High School,88,81,5,Charter,2283,1319574
15259,Susan Hansen,F,11th,Wilson High School,77,99,5,Charter,2283,1319574
15260,Luke Fuller,M,10th,Wilson High School,81,98,5,Charter,2283,1319574
15261,William Cox,M,10th,Wilson High School,82,91,5,Charter,2283,1319574
15262,Glenn Allison,M,10th,Wilson High School,70,98,5,Charter,2283,1319574
15263,David Chan,M,10th,Wilson High School,90,69,5,Charter,2283,1319574
15264,Rodney Brown,M,9th,Wilson High School,98,79,5,Charter,2283,1319574
15265,Vincent Browning,M,11th,Wilson High School,99,91,5,Charter,2283,1319574
15266,Angela Davenport,F,10th,Wilson High School,93,83,5,Charter,2283,1319574
15267,Lisa Davis,F,10th,Wilson High School,99,75,5,Charter,2283,1319574
15268,Erin Bailey,F,10th,Wilson High School,69,78,5,Charter,2283,1319574
15269,Joshua Harris,M,9th,Wilson High School,79,83,5,Charter,2283,1319574
15270,Andre Mosley,M,9th,Wilson High School,83,83,5,Charter,2283,1319574
15271,Dana Park,F,12th,Wilson High School,87,80,5,Charter,2283,1319574
15272,Brian Lopez,M,11th,Wilson High School,82,77,5,Charter,2283,1319574
15273,Elizabeth Solis,F,10th,Wilson High School,84,80,5,Charter,2283,1319574
15274,Timothy Chavez Jr.,M,9th,Wilson High School,84,96,5,Charter,2283,1319574
15275,Deborah Jones,F,12th,Wilson High School,79,78,5,Charter,2283,1319574
15276,Kevin Hall,M,9th,Wilson High School,80,99,5,Charter,2283,1319574
15277,Christopher Henry,M,12th,Wilson High School,94,83,5,Charter,2283,1319574
15278,Christopher Hart,M,11th,Wilson High School,92,90,5,Charter,2283,1319574
15279,Donna Beasley,F,11th,Wilson High School,87,72,5,Charter,2283,1319574
15280,Rebecca Martin,F,11th,Wilson High School,75,75,5,Charter,2283,1319574
15281,Susan Bowen,F,9th,Wilson High School,98,83,5,Charter,2283,1319574
15282,Jeffery Hamilton,M,9th,Wilson High School,73,81,5,Charter,2283,1319574
15283,Charles Webb,M,12th,Wilson High School,79,89,5,Charter,2283,1319574
15284,Aaron Gonzalez,M,10th,Wilson High School,98,92,5,Charter,2283,1319574
15285,Stacie Bowman,F,11th,Wilson High School,94,82,5,Charter,2283,1319574
15286,Sharon Pacheco,F,9th,Wilson High School,82,69,5,Charter,2283,1319574
15287,Michele Oconnell MD,F,9th,Wilson High School,79,72,5,Charter,2283,1319574
15288,Stephanie Scott,F,12th,Wilson High School,99,72,5,Charter,2283,1319574
15289,Matthew Murray,M,12th,Wilson High School,71,99,5,Charter,2283,1319574
15290,Charles Mccormick,M,11th,Wilson High School,81,91,5,Charter,2283,1319574
15291,Gabriel Anderson,M,9th,Wilson High School,95,97,5,Charter,2283,1319574
15292,Alejandra Church,F,12th,Wilson High School,75,78,5,Charter,2283,1319574
15293,Monica Shaw,F,12th,Wilson High School,96,92,5,Charter,2283,1319574
15294,Lee Mahoney,M,12th,Wilson High School,77,78,5,Charter,2283,1319574
15295,Timothy Saunders,M,11th,Wilson High School,82,81,5,Charter,2283,1319574
15296,Matthew Richardson,M,11th,Wilson High School,76,93,5,Charter,2283,1319574
15297,Mary Lam,F,9th,Wilson High School,92,91,5,Charter,2283,1319574
15298,Elizabeth Tran MD,F,11th,Wilson High School,95,73,5,Charter,2283,1319574
15299,Russell Manning,M,11th,Wilson High School,84,80,5,Charter,2283,1319574
15300,Bradley Johnson,M,11th,Wilson High School,69,70,5,Charter,2283,1319574
15301,David Glenn,M,12th,Wilson High School,82,76,5,Charter,2283,1319574
15302,Danielle Ryan,F,10th,Wilson High School,75,87,5,Charter,2283,1319574
15303,Jacqueline Rogers,F,11th,Wilson High School,91,68,5,Charter,2283,1319574
15304,Dr. Grace Martin,F,10th,Wilson High School,70,92,5,Charter,2283,1319574
15305,Brianna Fritz,F,10th,Wilson High School,94,76,5,Charter,2283,1319574
15306,Michael Kennedy,M,11th,Wilson High School,86,75,5,Charter,2283,1319574
15307,Henry Hall,M,11th,Wilson High School,86,94,5,Charter,2283,1319574
15308,Andrea Murphy,F,12th,Wilson High School,92,80,5,Charter,2283,1319574
15309,Natalie Williams,F,9th,Wilson High School,76,98,5,Charter,2283,1319574
15310,Joseph Lamb,M,11th,Wilson High School,98,97,5,Charter,2283,1319574
15311,Raymond Nguyen,M,9th,Wilson High School,89,83,5,Charter,2283,1319574
15312,Nicole Jones,F,9th,Wilson High School,81,92,5,Charter,2283,1319574
15313,Catherine Hubbard,F,9th,Wilson High School,76,76,5,Charter,2283,1319574
15314,Juan Becker,M,12th,Wilson High School,70,96,5,Charter,2283,1319574
15315,Thomas Stewart,M,12th,Wilson High School,71,93,5,Charter,2283,1319574
15316,Maria Craig,F,11th,Wilson High School,75,80,5,Charter,2283,1319574
15317,Christine Stafford,F,9th,Wilson High School,77,72,5,Charter,2283,1319574
15318,Darlene Meadows,F,10th,Wilson High School,81,87,5,Charter,2283,1319574
15319,Robert Mckee,M,10th,Wilson High School,86,68,5,Charter,2283,1319574
15320,Yvonne Smith,F,9th,Wilson High School,80,87,5,Charter,2283,1319574
15321,Miguel Short,M,9th,Wilson High School,69,89,5,Charter,2283,1319574
15322,Ryan Cruz,M,12th,Wilson High School,93,81,5,Charter,2283,1319574
15323,Monica Holt,F,10th,Wilson High School,79,77,5,Charter,2283,1319574
15324,Timothy Brown,M,11th,Wilson High School,75,73,5,Charter,2283,1319574
15325,Eric Lee,M,9th,Wilson High School,71,99,5,Charter,2283,1319574
15326,Kari Murphy,F,10th,Wilson High School,78,85,5,Charter,2283,1319574
15327,Nicolas Valenzuela,M,9th,Wilson High School,71,73,5,Charter,2283,1319574
15328,Roger Jackson,M,12th,Wilson High School,77,74,5,Charter,2283,1319574
15329,Shirley Schmidt,F,9th,Wilson High School,93,84,5,Charter,2283,1319574
15330,Michael Jacobs,M,9th,Wilson High School,69,71,5,Charter,2283,1319574
15331,Robert Roberts,M,11th,Wilson High School,80,75,5,Charter,2283,1319574
15332,Joseph Johnson,M,12th,Wilson High School,69,70,5,Charter,2283,1319574
15333,Michelle Malone,F,10th,Wilson High School,91,88,5,Charter,2283,1319574
15334,Michael Wallace,M,9th,Wilson High School,77,86,5,Charter,2283,1319574
15335,Peter Anderson,M,10th,Wilson High School,81,76,5,Charter,2283,1319574
15336,Stephen Jackson,M,9th,Wilson High School,95,74,5,Charter,2283,1319574
15337,Amanda Ward,F,10th,Wilson High School,81,76,5,Charter,2283,1319574
15338,Chad Hayes,M,10th,Wilson High School,71,89,5,Charter,2283,1319574
15339,Nancy Lawson,F,12th,Wilson High School,92,81,5,Charter,2283,1319574
15340,Albert Wilson,M,12th,Wilson High School,70,80,5,Charter,2283,1319574
15341,Natalie Thomas,F,11th,Wilson High School,72,93,5,Charter,2283,1319574
15342,Elizabeth Foster,F,11th,Wilson High School,84,73,5,Charter,2283,1319574
15343,Michael Welch,M,9th,Wilson High School,94,92,5,Charter,2283,1319574
15344,Erica Schmidt,F,10th,Wilson High School,92,93,5,Charter,2283,1319574
15345,Harold Osborn,M,9th,Wilson High School,70,89,5,Charter,2283,1319574
15346,Anthony Walker,M,12th,Wilson High School,78,68,5,Charter,2283,1319574
15347,Joseph Butler,M,12th,Wilson High School,78,74,5,Charter,2283,1319574
15348,Chris Wilson,M,10th,Wilson High School,99,92,5,Charter,2283,1319574
15349,Stephanie Stewart,F,12th,Wilson High School,81,81,5,Charter,2283,1319574
15350,Emma Hawkins,F,9th,Wilson High School,98,99,5,Charter,2283,1319574
15351,Kelly Freeman,F,11th,Wilson High School,76,82,5,Charter,2283,1319574
15352,Kevin Davis,M,11th,Wilson High School,95,86,5,Charter,2283,1319574
15353,Felicia Williams,F,11th,Wilson High School,93,91,5,Charter,2283,1319574
15354,David Hansen,M,11th,Wilson High School,97,70,5,Charter,2283,1319574
15355,Keith Williams,M,12th,Wilson High School,87,91,5,Charter,2283,1319574
15356,Emily Lin,F,9th,Wilson High School,79,92,5,Charter,2283,1319574
15357,Sharon Thomas,F,9th,Wilson High School,99,95,5,Charter,2283,1319574
15358,David Rogers,M,11th,Wilson High School,99,97,5,Charter,2283,1319574
15359,Emily Smith,F,12th,Wilson High School,92,71,5,Charter,2283,1319574
15360,Anne Barrett,F,11th,Wilson High School,86,68,5,Charter,2283,1319574
15361,Joshua Casey,M,9th,Wilson High School,99,70,5,Charter,2283,1319574
15362,Laura Cardenas,F,11th,Wilson High School,72,81,5,Charter,2283,1319574
15363,Bradley Moore,M,9th,Wilson High School,98,74,5,Charter,2283,1319574
15364,Sarah Chaney DDS,F,10th,Wilson High School,79,91,5,Charter,2283,1319574
15365,Dylan Jackson,M,9th,Wilson High School,84,91,5,Charter,2283,1319574
15366,Connie Hanson,F,11th,Wilson High School,85,89,5,Charter,2283,1319574
15367,Jennifer Love,F,11th,Wilson High School,81,82,5,Charter,2283,1319574
15368,Jordan West,M,9th,Wilson High School,82,69,5,Charter,2283,1319574
15369,Rachael Cameron,F,9th,Wilson High School,81,69,5,Charter,2283,1319574
15370,Elizabeth Thomas,F,9th,Wilson High School,77,83,5,Charter,2283,1319574
15371,Isabella Williams,F,9th,Wilson High School,87,88,5,Charter,2283,1319574
15372,Lynn Stanley,F,12th,Wilson High School,86,94,5,Charter,2283,1319574
15373,Abigail Blair,F,10th,Wilson High School,85,73,5,Charter,2283,1319574
15374,Jenna Rodriguez,F,11th,Wilson High School,86,98,5,Charter,2283,1319574
15375,Mary Rose,F,9th,Wilson High School,97,88,5,Charter,2283,1319574
15376,John Diaz,M,10th,Wilson High School,91,71,5,Charter,2283,1319574
15377,Debra Vance,F,9th,Wilson High School,85,81,5,Charter,2283,1319574
15378,Dominic Mitchell,M,9th,Wilson High School,83,72,5,Charter,2283,1319574
15379,Richard Wong,M,12th,Wilson High School,76,87,5,Charter,2283,1319574
15380,Andrew James,M,12th,Wilson High School,77,95,5,Charter,2283,1319574
15381,Kevin Haney,M,9th,Wilson High School,90,97,5,Charter,2283,1319574
15382,Jason Tucker,M,11th,Wilson High School,95,94,5,Charter,2283,1319574
15383,James Brown,M,9th,Wilson High School,94,86,5,Charter,2283,1319574
15384,Timothy Jensen,M,9th,Wilson High School,69,89,5,Charter,2283,1319574
15385,Tammy Garcia,F,9th,Wilson High School,77,82,5,Charter,2283,1319574
15386,Jody Potts,F,11th,Wilson High School,80,75,5,Charter,2283,1319574
15387,Christina Rich,F,9th,Wilson High School,88,98,5,Charter,2283,1319574
15388,Jeremiah Wood,M,9th,Wilson High School,97,98,5,Charter,2283,1319574
15389,Vanessa Howard,F,12th,Wilson High School,92,85,5,Charter,2283,1319574
15390,Matthew Jensen,M,11th,Wilson High School,86,92,5,Charter,2283,1319574
15391,Douglas Moore,M,10th,Wilson High School,70,68,5,Charter,2283,1319574
15392,Brittney Lee,F,11th,Wilson High School,77,97,5,Charter,2283,1319574
15393,Dylan Ferguson,M,12th,Wilson High School,75,86,5,Charter,2283,1319574
15394,Edward Simpson,M,11th,Wilson High School,82,90,5,Charter,2283,1319574
15395,Jessica Suarez,F,10th,Wilson High School,86,98,5,Charter,2283,1319574
15396,Brittany Benitez,F,10th,Wilson High School,79,99,5,Charter,2283,1319574
15397,Trevor Parsons,M,10th,Wilson High School,79,78,5,Charter,2283,1319574
15398,Matthew Myers,M,10th,Wilson High School,74,94,5,Charter,2283,1319574
15399,Joseph Scott,M,10th,Wilson High School,78,75,5,Charter,2283,1319574
15400,Cindy Burnett,F,12th,Wilson High School,96,79,5,Charter,2283,1319574
15401,Gina Lamb,F,11th,Wilson High School,86,70,5,Charter,2283,1319574
15402,Martin Schneider,M,10th,Wilson High School,94,75,5,Charter,2283,1319574
15403,Shane Hernandez,M,10th,Wilson High School,80,92,5,Charter,2283,1319574
15404,Laura Shepherd,F,11th,Wilson High School,75,94,5,Charter,2283,1319574
15405,Chelsea Warren,F,12th,Wilson High School,79,86,5,Charter,2283,1319574
15406,Rhonda Payne,F,12th,Wilson High School,79,83,5,Charter,2283,1319574
15407,William Williams,M,9th,Wilson High School,87,85,5,Charter,2283,1319574
15408,John Cline,M,9th,Wilson High School,81,77,5,Charter,2283,1319574
15409,Scott Gallagher,M,11th,Wilson High School,93,89,5,Charter,2283,1319574
15410,Sharon Moody,F,9th,Wilson High School,99,69,5,Charter,2283,1319574
15411,Vincent Watkins,M,12th,Wilson High School,87,84,5,Charter,2283,1319574
15412,Mrs. Brooke Henry DDS,F,11th,Wilson High School,90,81,5,Charter,2283,1319574
15413,James Pham,M,10th,Wilson High School,84,81,5,Charter,2283,1319574
15414,Robin Brooks,F,10th,Wilson High School,74,90,5,Charter,2283,1319574
15415,Douglas Little,M,9th,Wilson High School,90,98,5,Charter,2283,1319574
15416,Jason Anderson,M,9th,Wilson High School,76,87,5,Charter,2283,1319574
15417,Caroline Romero,F,12th,Wilson High School,87,71,5,Charter,2283,1319574
15418,Mark Wright,M,11th,Wilson High School,96,71,5,Charter,2283,1319574
